RA,Fase,INDE 2023,Pedra 2023,Turma,Nome Anonimizado,Data de Nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,Pedra 23,INDE 22,INDE 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Fase Ideal,Defasagem,Destaque IEG,Destaque IDA,Destaque IPV,Destaque IPV.1
RA-433,FASE 2,6.5982,Agata,2M,Aluno-433,2010-10-10 00:00:00,1900-01-13 00:00:00,Masculino,2022,Pública,,,Quartzo,,5.557,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,7.2,7.52,5.833333333,,4.8,1.8,7.7,,,,7.613333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-614,FASE 2,8.2282,Topázio,2M,Aluno-614,6/13/2010,13,Masculino,2021,Pública,,Topázio,Topázio,,8.339,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.1,7.52,8.333333333,,8.6,8.8,8.3,,,,8.563333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-434,FASE 2,7.069766667,Ametista,2M,Aluno-434,1/19/2011,12,Masculino,2022,Pública,,,Ametista,,7.403,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,6.3,8.0,7.52,7.5,,6.6,5.2,8.0,,,,7.613333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-603,FASE 2,6.748833333,Agata,2M,Aluno-603,11/25/2011,11,Masculino,2022,Pública,,,Ametista,,7.78,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.9,2.52,7.708333333,,7.0,5.7,8.2,,,,7.78,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-436,FASE 2,5.322366667,Quartzo,2M,Aluno-436,1/15/2011,12,Masculino,2022,Pública,,,Ágata,,6.687,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.5,4.7,2.52,6.875,,3.4,3.7,3.0,,,,7.613333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-616,FASE 2,5.612,Quartzo,2M,Aluno-616,2010-09-08 00:00:00,1900-01-13 00:00:00,Masculino,2019,Pública,Ágata,Ametista,Ametista,,7.303,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,6.6,5.02,5.833333333,,6.8,5.5,8.0,,,,6.783333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-437,FASE 2,6.947366667,Agata,2M,Aluno-437,2009-02-10 00:00:00,1900-01-14 00:00:00,Masculino,2022,Pública,,,Ágata,,6.875,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,8.4,7.52,7.291666667,,4.7,2.5,6.8,,,,7.78,5.0,Fase 4 (9° ano),-2,,,,
RA-1125,FASE 2,6.655366667,Agata,2M,Aluno-1125,2012-03-03 00:00:00,1900-01-11 00:00:00,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,4.7,7.9,7.52,6.666666667,,4.0,1.0,7.0,,,,6.95,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-619,FASE 2,7.891366667,Ametista,2M,Aluno-619,12/22/2011,11,Feminino,2021,Pública,,Ametista,Ametista,,7.693,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,7.1,3.77,7.708333333,,9.0,8.5,9.5,,,,8.116666667,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-620,FASE 2,7.043666667,Ametista,2M,Aluno-620,7/22/2010,13,Masculino,2021,Pública,,Ametista,Ágata,,6.018,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,6.8,8.4,7.52,6.875,,6.2,5.2,7.2,,,,7.503333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-1126,FASE 2,,,2M,Aluno-1126,5/18/2011,12,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,5.2,3.77,7.291666667,,,,,,,,7.06,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-1127,FASE 2,8.3167,Topázio,2N,Aluno-1127,2012-07-03 00:00:00,1900-01-11 00:00:00,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.9,5.02,8.125,,6.9,5.0,8.7,,,,9.01,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-1128,FASE 2,6.404533333,Agata,2N,Aluno-1128,2/15/2011,12,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,7.3,5.02,7.916666667,,3.5,3.0,4.0,,,,7.503333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-1129,FASE 2,7.309333333,Ametista,2N,Aluno-1129,1/31/2012,11,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.2,6.27,7.916666667,,7.8,6.8,8.7,,,,7.503333333,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-1130,FASE 2,8.0037,Topázio,2N,Aluno-1130,3/21/2012,11,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,8.4,7.52,7.708333333,,7.3,6.3,8.2,,,,7.503333333,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-1131,FASE 2,8.316133333,Topázio,2N,Aluno-1131,4/19/2011,12,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,9.9,5.02,8.75,,9.1,8.3,9.8,,,,9.286666667,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-1132,FASE 2,6.829533333,Agata,2N,Aluno-1132,1/28/2011,12,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,6.3,6.27,7.916666667,,5.8,5.2,6.3,,,,7.503333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-1133,FASE 2,8.600033333,Topázio,2N,Aluno-1133,2/19/2013,10,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,10.0,6.27,8.541666667,,6.5,5.0,8.0,,,,9.343333333,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-1134,FASE 2,7.769866667,Ametista,2N,Aluno-1134,11/28/2011,11,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,9.7,3.76,7.916666667,,6.8,5.5,8.0,,,,7.56,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-618,FASE 2,6.4745,Agata,2N,Aluno-618,2009-06-02 00:00:00,1900-01-14 00:00:00,Masculino,2020,Pública,Ametista,Ametista,Ametista,,7.18,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.2,5.02,8.125,,6.2,4.5,7.8,,,,7.95,5.0,Fase 4 (9° ano),-2,,,,
RA-631,FASE 2,5.954666667,Quartzo,2N,Aluno-631,8/28/2010,13,Masculino,2022,Pública,,,Ágata,,6.928,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,6.4,6.27,7.916666667,,7.0,6.0,8.0,,,,6.78,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-646,FASE 2,8.3547,Topázio,2P,Aluno-646,12/19/2009,13,Masculino,2019,Pública,Ametista,Ametista,Topázio,,8.181,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,8.9,7.52,8.958333333,,8.4,8.2,8.5,,,,8.783333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-451,FASE 2,8.386033333,Topázio,2P,Aluno-451,7/27/2009,14,Feminino,2019,Pública,Ametista,Quartzo,Ágata,,6.434,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.5,4.39,9.375,,8.9,7.8,10.0,,,,9.896666667,5.0,Fase 4 (9° ano),-2,,,,
RA-1135,FASE 2,7.453833333,Ametista,2P,Aluno-1135,11/18/2011,11,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.4,7.52,8.125,,7.2,4.8,9.5,,,,7.896666667,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-649,FASE 2,7.579533333,Ametista,2P,Aluno-649,2010-08-07 00:00:00,1900-01-13 00:00:00,Feminino,2019,Pública,Ágata,Ametista,Ametista,,7.302,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.3,3.77,8.75,,6.5,3.8,9.2,,,,8.836666667,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-651,FASE 2,7.332,Ametista,2P,Aluno-651,2012-08-10 00:00:00,1900-01-11 00:00:00,Feminino,2022,Pública,,,Ametista,,7.866,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.2,3.77,8.75,,9.3,9.8,8.7,,,,7.95,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-1136,FASE 2,6.7351,Agata,2P,Aluno-1136,11/23/2009,13,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,6.8,8.1,2.52,8.333333333,,6.6,4.8,8.3,,,,7.723333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-653,FASE 2,7.385666667,Ametista,2P,Aluno-653,3/29/2011,12,Feminino,2022,Pública,,,Topázio,,8.101,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.8,6.27,9.166666667,,7.9,7.7,8.0,,,,9.06,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-456,FASE 2,7.518,Ametista,2P,Aluno-456,11/20/2010,12,Feminino,2022,Pública,,,Ametista,,7.193,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.3,4.39,9.583333333,,9.9,9.7,10.0,,,,9.953333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-655,FASE 2,8.3198,Topázio,2P,Aluno-655,9/23/2010,13,Feminino,2019,Pública,Ametista,Ametista,Ametista,,7.785,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.4,9.9,7.52,9.166666667,,8.3,7.2,9.3,,,,8.896666667,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-656,FASE 2,6.780833333,Agata,2P,Aluno-656,6/22/2011,12,Feminino,2020,Pública,Topázio,Ametista,Ágata,,6.652,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.9,7.52,8.541666667,,7.3,5.8,8.8,,,,7.173333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-657,FASE 2,8.3532,Topázio,2P,Aluno-657,2010-09-11 00:00:00,1900-01-12 00:00:00,Feminino,2021,Pública,,Ametista,Topázio,,8.093,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,10.0,7.52,8.75,,8.2,7.0,9.3,,,,8.73,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-644,FASE 2,6.897033333,Agata,2P,Aluno-644,2011-04-10 00:00:00,1900-01-12 00:00:00,Feminino,2021,Pública,,Ametista,Ametista,,7.83,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,5.6,7.52,8.541666667,,5.9,4.0,7.7,,,,7.503333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-461,FASE 2,7.2379,Ametista,2P,Aluno-461,12/30/2010,12,Feminino,2018,Pública,Ametista,Ametista,Quartzo,,5.451,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.3,7.9,3.77,8.541666667,,7.4,5.7,9.0,,,,8.616666667,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-632,FASE 2,7.8768,Ametista,2R,Aluno-632,4/21/2012,11,Feminino,2022,Pública,,,Ágata,,6.996,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,4.7,9.1,5.64,8.333333333,,7.4,6.8,8.0,,,,8.563333333,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-633,FASE 2,6.6552,Agata,2R,Aluno-633,2011-03-06 00:00:00,1900-01-12 00:00:00,Feminino,2020,Pública,Ametista,Ágata,Ametista,,7.476,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,1.7,8.1,6.27,8.541666667,,7.2,5.3,9.0,,,,7.286666667,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-1137,FASE 2,8.743366667,Topázio,2R,Aluno-1137,2/27/2013,10,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.5,9.8,6.27,9.375,,6.5,6.0,7.0,,,,9.843333333,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-1138,FASE 2,8.3472,Topázio,2R,Aluno-1138,9/16/2011,12,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.0,9.2,6.27,9.166666667,,9.3,9.0,9.5,,,,8.566666667,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-1139,FASE 2,7.6647,Ametista,2R,Aluno-1139,9/16/2012,11,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,8.5,9.1,5.64,8.125,,5.3,6.3,4.3,,,,7.79,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-1140,FASE 2,7.703533333,Ametista,2R,Aluno-1140,8/28/2012,11,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,4.7,8.7,7.52,7.708333333,,7.3,8.5,6.0,,,,7.62,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-445,FASE 2,7.9087,Ametista,2R,Aluno-445,7/30/2010,13,Masculino,2022,Pública,,,Ágata,,6.924,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,8.0,8.8,6.89,8.541666667,,8.4,7.7,9.0,,,,8.176666667,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-1141,FASE 2,7.2757,Ametista,2R,Aluno-1141,6/27/2011,12,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.0,8.8,7.52,7.708333333,,5.9,5.5,6.2,,,,7.113333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-639,FASE 2,7.5853,Ametista,2R,Aluno-639,2/24/2012,11,Feminino,2021,Pública,,Ametista,Ágata,,6.613,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,7.4,8.1,6.27,8.125,,6.3,4.8,7.8,,,,7.62,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-1142,FASE 2,9.175033333,Topázio,2R,Aluno-1142,5/28/2012,11,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.0,10.0,7.52,8.541666667,,10.0,10.0,10.0,,,,8.343333333,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-642,FASE 2,8.416866667,Topázio,2R,Aluno-642,2012-02-01 00:00:00,1900-01-11 00:00:00,Feminino,2021,Pública,,Topázio,Ametista,,7.75,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.5,9.2,6.27,8.75,,6.5,5.7,7.2,,,,9.173333333,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-658,FASE 2,8.438533333,Topázio,2U,Aluno-658,10/27/2012,10,Feminino,2022,Pública,,,Ametista,,7.407,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.5,9.5,7.52,7.916666667,,6.1,5.3,6.8,,,,9.173333333,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-588,FASE 2,8.3527,Topázio,2U,Aluno-588,5/16/2013,10,Feminino,2021,Privada - Programa de Apadrinhamento,,Topázio,Topázio,,8.622,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,8.0,9.6,2.52,8.958333333,,7.8,7.5,8.0,,,,9.673333333,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-662,FASE 2,6.733566667,Agata,2U,Aluno-662,9/30/2011,12,Feminino,2022,Pública,,,Ametista,,7.044,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,6.8,7.6,6.27,7.291666667,,6.7,4.3,9.0,,,,6.72,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-403,FASE 2,7.716366667,Ametista,2U,Aluno-403,2010-02-07 00:00:00,1900-01-13 00:00:00,Masculino,2020,Pública,Ametista,Ametista,Ametista,,7.455,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,8.5,8.8,6.27,7.291666667,,7.8,6.8,8.8,,,,8.45,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-591,FASE 2,7.1472,Ametista,2U,Aluno-591,2011-03-09 00:00:00,1900-01-12 00:00:00,Masculino,2021,Pública,,Ametista,Ametista,,7.507,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.0,8.5,6.27,5.833333333,,6.9,6.2,7.5,,,,7.333333333,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-592,FASE 2,7.935466667,Ametista,2U,Aluno-592,9/21/2012,11,Feminino,2020,Privada,Ametista,Ametista,Ametista,,7.381,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,6.2,9.2,3.77,7.916666667,,7.6,5.5,9.7,,,,8.95,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-602,FASE 2,8.5592,Topázio,2U,Aluno-602,2/25/2011,12,Masculino,2019,Pública,Ametista,Ametista,Ametista,,8.041,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,10.0,9.6,7.52,8.75,,8.1,7.3,8.8,,,,9.51,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-666,FASE 2,8.720366667,Topázio,2U,Aluno-666,2012-09-05 00:00:00,1900-01-11 00:00:00,Masculino,2022,Pública,,,Ametista,,7.929,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.5,9.1,7.52,8.541666667,,7.1,6.7,7.5,,,,9.62,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-667,FASE 2,6.774866667,Agata,2U,Aluno-667,4/22/2011,12,Masculino,2021,Pública,,Ametista,Quartzo,,5.844,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.0,6.9,6.89,7.083333333,,5.2,3.0,7.3,,,,7.836666667,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-422,FASE 2,5.57,Quartzo,2U,Aluno-422,2010-10-01 00:00:00,1900-01-13 00:00:00,Masculino,2022,Pública,,,Ágata,,6.746,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,0.0,7.8,7.52,6.666666667,,4.4,3.0,5.7,,,,6.106666667,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-595,FASE 2,5.078666667,Quartzo,2U,Aluno-595,2010-04-04 00:00:00,1900-01-13 00:00:00,Masculino,2018,Pública,Ágata,Ametista,Quartzo,,5.18,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,0.0,7.0,7.52,6.666666667,,3.3,3.2,3.3,,,,5.55,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-423,FASE 2,6.607533333,Agata,2U,Aluno-423,9/22/2010,13,Feminino,2022,Pública,,,Ágata,,6.647,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,8.0,8.7,6.89,7.083333333,,3.4,2.3,4.5,,,,7.45,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-669,FASE 2,7.345033333,Ametista,2U,Aluno-669,11/20/2011,11,Masculino,2022,Pública,,,Ametista,,7.475,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,8.5,7.8,7.52,7.708333333,,5.0,3.3,6.7,,,,7.06,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-670,FASE 2,8.6067,Topázio,2U,Aluno-670,2012-05-09 00:00:00,1900-01-11 00:00:00,Feminino,2022,Pública,,,Ametista,,7.451,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.5,8.7,7.52,8.958333333,,7.0,5.8,8.2,,,,9.343333333,10.0,Fase 2 (5° e 6° ano),0,,,,
RA-609,FASE 2,6.463033333,Agata,2U,Aluno-609,2011-03-01 00:00:00,1900-01-12 00:00:00,Masculino,2019,Pública,Ametista,Ágata,Ágata,,6.794,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,9.5,6.4,7.52,6.875,,5.3,3.2,7.3,,,,6.216666667,5.0,Fase 3 (7° e 8° ano),-1,,,,
RA-326,FASE 3,8.65075,Topázio,3A,Aluno-326,7/21/2010,13,Feminino,2022,Privada,,,Topázio,,8.22,,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,9.4,3.14,9.0625,,8.2,8.3,7.5,8.8,,,9.76,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-179,FASE 3,8.437641667,Topázio,3A,Aluno-179,11/24/2010,12,Masculino,2022,Pública,,,Ametista,,7.993,,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,9.4,7.52,8.59375,,6.4,8.7,6.3,4.3,,,8.9225,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-1143,FASE 3,6.445933333,Agata,3A,Aluno-1143,4/30/2008,15,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,7.0,6.26,7.5,,5.3,6.0,6.3,3.5,,,6.2075,5.0,Fase 5 (1° EM),-2,,,,
RA-330,FASE 3,6.084875,Agata,3A,Aluno-330,2008-05-03 00:00:00,1900-01-15 00:00:00,Feminino,2018,Pública,Ágata,Ágata,Ágata,,6.446,,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,7.2,6.89,6.71875,,3.3,3.8,3.8,2.3,,,5.8275,5.0,Fase 5 (1° EM),-2,,,,
RA-332,FASE 3,8.002591667,Topázio,3A,Aluno-332,2009-06-05 00:00:00,1900-01-14 00:00:00,Masculino,2017,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,,7.883,,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,8.4,8.76,8.28125,,6.8,6.3,7.7,6.5,,,9.175,5.0,Fase 4 (9° ano),-1,,,,
RA-199,FASE 3,7.892341667,Ametista,3A,Aluno-199,2009-11-01 00:00:00,1900-01-14 00:00:00,Masculino,2022,Privada,,,Ametista,,7.564,,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,7.6,7.51,7.96875,,8.5,8.2,8.2,9.2,,,8.505,5.0,Fase 4 (9° ano),-1,,,,
RA-1144,FASE 3,7.410625,Ametista,3B,Aluno-1144,10/25/2010,13,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,9.4,5.02,8.28125,,8.0,7.0,8.2,8.8,,,8.0025,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-352,FASE 3,7.840341667,Ametista,3B,Aluno-352,3/26/2011,12,Masculino,2019,Pública,Ametista,Ametista,Ametista,,7.834,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,8.1,6.26,7.96875,,7.2,8.2,6.0,7.5,,,7.17,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-1145,FASE 3,7.484375,Ametista,3B,Aluno-1145,1/31/2012,11,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,9.5,4.39,8.59375,,7.8,7.7,7.7,8.0,,,8.63,10.0,Fase 2 (5° e 6° ano),1,,,,
RA-1146,FASE 3,6.689583333,Agata,3B,Aluno-1146,11/20/2008,14,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,8.8,6.26,7.1875,,3.7,5.0,3.3,2.7,,,6.965,5.0,Fase 4 (9° ano),-1,,,,
RA-331,FASE 3,7.039791667,Ametista,3B,Aluno-331,4/22/2010,13,Feminino,2019,Pública,Ametista,Ametista,Ágata,,6.636,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,8.6,2.52,7.03125,,5.2,5.7,4.8,5.2,,,6.7975,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-227,FASE 3,7.722125,Ametista,3B,Aluno-227,2010-10-12 00:00:00,1900-01-12 00:00:00,Masculino,2022,Pública,,,Ágata,,6.471,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,7.5,5.63,8.28125,,6.9,7.2,6.5,7.0,,,7.4625,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-247,FASE 3,7.221958333,Ametista,3B,Aluno-247,11/25/2009,13,Feminino,2021,Pública,,Ágata,Ametista,,7.72,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,8.5,7.52,8.28125,,7.2,6.5,6.7,8.3,,,7.5425,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-343,FASE 3,6.779591667,Agata,3B,Aluno-343,2008-03-07 00:00:00,1900-01-15 00:00:00,Masculino,2020,Pública,Ametista,Quartzo,Ágata,,6.9,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,7.2,6.26,7.65625,,5.7,4.5,6.7,6.0,,,6.9225,5.0,Fase 5 (1° EM),-2,,,,
RA-1147,FASE 3,7.072983333,Ametista,3B,Aluno-1147,2009-04-07 00:00:00,1900-01-14 00:00:00,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.3,8.3,6.26,7.1875,,6.7,5.0,7.5,7.5,,,7.0075,5.0,Fase 4 (9° ano),-1,,,,
RA-345,FASE 3,6.534766667,Agata,3B,Aluno-345,2009-03-04 00:00:00,1900-01-14 00:00:00,Masculino,2021,Pública,,Ametista,Quartzo,,5.75,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,6.8,6.26,8.125,,4.6,5.7,5.7,2.5,,,7.1725,5.0,Fase 4 (9° ano),-1,,,,
RA-336,FASE 3,5.887708333,Quartzo,3B,Aluno-336,8/28/2009,14,Masculino,2016,Pública,Ametista,Ágata,Ágata,,6.787,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,7.5,6.89,7.34375,,5.1,6.7,5.2,3.3,,,7.255,5.0,Fase 4 (9° ano),-1,,,,
RA-346,FASE 3,7.305541667,Ametista,3B,Aluno-346,2012-12-03 00:00:00,1900-01-11 00:00:00,Masculino,2022,Pública,,,Topázio,,8.143,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,9.4,8.14,7.96875,,6.2,6.7,5.5,6.5,,,7.84,10.0,Fase 2 (5° e 6° ano),1,,,,
